N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
963.0,KODEX 은선물(H),4445.0,10.0,-0.22%,0.0,,,
964.0,두산2우B,86600.0,0.0,0.00%,5000.0,,,
965.0,까뮤이앤씨,1709.0,13.0,-0.75%,500.0,1951.0,1955.0,-159.0
966.0,SK우,136300.0,1400.0,-1.02%,200.0,,,
967.0,영흥,761.0,10.0,-1.30%,500.0,5274.0,5357.0,42.0
968.0,영보화학,3850.0,65.0,-1.66%,500.0,830.0,1804.0,50.0
969.0,삼화왕관,35600.0,300.0,-0.84%,5000.0,1544.0,2228.0,36.0
970.0,인터지스,2570.0,45.0,-1.72%,500.0,7200.0,4332.0,354.0
971.0,히어로즈 종합채권(AA-이상)액티브,99175.0,0.0,0.00%,0.0,,,
972.0,에이엔피,1705.0,33.0,-1.90%,500.0,1075.0,1068.0,-107.0
973.0,범양건영,3050.0,90.0,-2.87%,1000.0,1198.0,2206.0,-123.0
974.0,TIGER 소프트웨어,8175.0,125.0,-1.51%,0.0,,,
975.0,KODEX 미국달러선물인버스2X,6890.0,20.0,+0.29%,0.0,,,
976.0,시디즈,37550.0,250.0,+0.67%,500.0,2433.0,851.0,0.0
977.0,문배철강,3660.0,65.0,-1.74%,500.0,1922.0,2069.0,30.0
978.0,SJM,4795.0,155.0,-3.13%,500.0,1802.0,2433.0,71.0
979.0,TRUE 나스닥 100 ETN,14895.0,110.0,-0.73%,0.0,,,
980.0,KODEX 미국종합채권SRI액티브(H),96645.0,0.0,0.00%,0.0,,,
981.0,미래에셋 레버리지 코스닥150 선물 ETN,37125.0,535.0,+1.46%,0.0,,,
982.0,ACE KRX금현물,11600.0,5.0,+0.04%,0.0,,,
983.0,한솔로지스틱스,2695.0,55.0,-2.00%,500.0,10154.0,2745.0,363.0
984.0,천일고속,51800.0,800.0,-1.52%,5000.0,377.0,548.0,-74.0
985.0,코오롱인더우,26600.0,250.0,+0.95%,5000.0,,,
986.0,핸즈코퍼레이션,3360.0,20.0,+0.60%,500.0,7783.0,8626.0,-667.0
987.0,아센디오,861.0,3.0,-0.35%,500.0,186.0,732.0,-90.0
988.0,TRUE S&P500 선물 ETN,14685.0,100.0,-0.68%,0.0,,,
989.0,솔루스첨단소재1우,8670.0,140.0,+1.64%,100.0,,,
990.0,한국종합기술,6670.0,100.0,-1.48%,500.0,2837.0,3327.0,54.0
991.0,메타랩스,2905.0,65.0,-2.19%,2500.0,227.0,900.0,-20.0
992.0,케이비아이동국실업,649.0,6.0,-0.92%,500.0,6142.0,5536.0,-10.0
993.0,세하,1250.0,35.0,+2.88%,1000.0,2273.0,2010.0,35.0
994.0,HANARO Fn K-POP&미디어,10655.0,85.0,-0.79%,0.0,,,
995.0,신한 레버리지 은 선물 ETN(H),7130.0,30.0,-0.42%,0.0,,,
996.0,쌍방울,270.0,6.0,-2.17%,500.0,1033.0,1677.0,6.0
997.0,동양피스톤,5370.0,80.0,+1.51%,500.0,3979.0,3743.0,74.0
998.0,삼정펄프,28250.0,50.0,+0.18%,5000.0,1745.0,2327.0,47.0
999.0,DSR제강,4885.0,15.0,-0.31%,500.0,2617.0,2594.0,264.0
1000.0,일진디스플,1364.0,28.0,-2.01%,500.0,1243.0,1173.0,11.0
1001.0,비상교육,5400.0,180.0,-3.23%,500.0,2530.0,3092.0,35.0
1002.0,부국철강,3495.0,85.0,-2.37%,500.0,2097.0,1536.0,59.0
1003.0,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),27955.0,20.0,-0.07%,0.0,,,
1004.0,KBSTAR 단기국공채액티브,105475.0,10.0,-0.01%,0.0,,,
1005.0,한익스프레스,5800.0,10.0,+0.17%,500.0,8581.0,4079.0,199.0
1006.0,우성,22500.0,250.0,-1.10%,5000.0,6123.0,4020.0,-6.0
1007.0,티웨이홀딩스,620.0,0.0,0.00%,500.0,115.0,2107.0,-19.0
1008.0,KBSTAR 중기우량회사채,103810.0,30.0,-0.03%,0.0,,,
1009.0,SJM홀딩스,4595.0,55.0,-1.18%,500.0,1842.0,3282.0,82.0
1010.0,덕성,4375.0,30.0,-0.68%,500.0,1333.0,1252.0,52.0
1011.0,TIGER 미국S&P500레버리지(합성 H),29005.0,10.0,-0.03%,0.0,,,
1012.0,CS홀딩스,59200.0,1000.0,-1.66%,5000.0,1753.0,3641.0,156.0
1013.0,신세계건설,17040.0,160.0,-0.93%,5000.0,14324.0,10356.0,-120.0
1014.0,티에이치엔,3775.0,20.0,+0.53%,500.0,4697.0,3714.0,11.0
1015.0,우신시스템,3700.0,85.0,+2.35%,500.0,2545.0,2825.0,80.0
1016.0,삼일씨엔에스,5310.0,60.0,-1.12%,1000.0,2412.0,4114.0,-70.0
1017.0,성보화학,3370.0,70.0,-2.03%,500.0,664.0,1708.0,19.0
1018.0,ACE 미국WideMoat가치주,21080.0,60.0,-0.28%,0.0,,,
1019.0,SK케미칼우,31850.0,600.0,-1.85%,5000.0,,,
1020.0,서원,1417.0,16.0,-1.12%,500.0,2757.0,2662.0,2.0
1021.0,모나미,3550.0,65.0,-1.80%,1000.0,1495.0,2184.0,63.0
1022.0,미래에셋 전기전자 Core5 ETN,33325.0,0.0,0.00%,0.0,,,
1023.0,TIGER 국채3년,105445.0,95.0,-0.09%,0.0,,,
1024.0,대림B&Co,3980.0,15.0,-0.38%,1000.0,2535.0,3376.0,15.0
1025.0,TIGER 미국투자등급회사채액티브(H),50615.0,10.0,+0.02%,0.0,,,
1026.0,아모레G우,10240.0,60.0,-0.58%,500.0,,,
1027.0,미래에셋맵스리츠,3275.0,0.0,0.00%,1000.0,60.0,2903.0,31.0
1028.0,인바이오젠,467.0,0.0,0.00%,500.0,114.0,1418.0,-60.0
1029.0,HANARO Fn K-반도체,9290.0,20.0,-0.21%,0.0,,,
1030.0,현대건설우,61200.0,1500.0,-2.39%,5000.0,,,
1031.0,KODEX Fn성장,14630.0,45.0,-0.31%,0.0,,,
1032.0,KODEX 차이나H레버리지(H),1930.0,55.0,-2.77%,0.0,,,
1033.0,유한양행우,54300.0,200.0,-0.37%,1000.0,,,
1034.0,TIGER 200 에너지화학,15190.0,80.0,+0.53%,0.0,,,
1035.0,KBSTAR 중국본토대형주CSI100,16605.0,120.0,-0.72%,0.0,,,
1036.0,SG글로벌,1401.0,27.0,-1.89%,500.0,677.0,1859.0,-14.0
1037.0,KBSTAR 고배당,11715.0,125.0,-1.06%,0.0,,,
1038.0,태양금속,1703.0,56.0,-3.18%,500.0,5695.0,4910.0,159.0
1039.0,ARIRANG 미국S&P500(H),18380.0,25.0,-0.14%,0.0,,,
1040.0,KBSTAR 미국단기투자등급회사채액티브,9975.0,10.0,-0.10%,0.0,,,
1041.0,신한 WTI원유 선물 ETN(H),6230.0,65.0,+1.05%,0.0,,,
1042.0,신풍제약우,28250.0,750.0,-2.59%,500.0,,,
1043.0,TIGER 테슬라채권혼합Fn,11600.0,45.0,-0.39%,0.0,,,
1044.0,TIGER 화장품,2195.0,15.0,-0.68%,0.0,,,
1045.0,TIGER 경기방어,8180.0,30.0,-0.37%,0.0,,,
1046.0,신한 S&P500 VIX S/T 선물 ETN D,10305.0,0.0,0.00%,0.0,,,
1047.0,청호ICT,2490.0,0.0,0.00%,500.0,225.0,300.0,-50.0
1048.0,TIGER 차이나HSCEI,8960.0,155.0,-1.70%,0.0,,,
1049.0,한국전자홀딩스,1304.0,11.0,-0.84%,500.0,3240.0,4691.0,300.0
1050.0,KODEX 차이나2차전지MSCI(합성),7410.0,70.0,-0.94%,0.0,,,
1051.0,국동,1059.0,24.0,-2.22%,500.0,3299.0,1750.0,170.0
1052.0,TIGER 미국나스닥100TR(H),12650.0,0.0,0.00%,0.0,,,
1053.0,KB Wise 분할매매 ETN,9995.0,0.0,0.00%,0.0,,,
1054.0,GS우,33550.0,250.0,-0.74%,5000.0,,,
1055.0,갤럭시아에스엠,2165.0,75.0,-3.35%,500.0,301.0,579.0,42.0
1056.0,계양전기,2190.0,25.0,-1.13%,500.0,3651.0,2976.0,-106.0
1057.0,ACE 26-06 회사채(AA-이상)액티브,10030.0,5.0,-0.05%,0.0,,,
1058.0,대동전자,5620.0,60.0,-1.06%,500.0,413.0,2512.0,22.0
1059.0,KB 블룸버그 레버리지 천연가스 선물 ETN,23225.0,445.0,+1.95%,0.0,,,
1060.0,IHQ,239.0,0.0,0.00%,500.0,468.0,2463.0,-322.0
1061.0,에쓰씨엔지니어링,1839.0,2.0,-0.11%,500.0,1372.0,1065.0,78.0
1062.0,TIGER 코스닥150 레버리지,13035.0,195.0,+1.52%,0.0,,,
1063.0,평화홀딩스,3905.0,30.0,+0.77%,500.0,7402.0,5584.0,36.0
1064.0,TIGER 차이나전기차레버리지(합성),9060.0,5.0,-0.06%,0.0,,,
1065.0,QV 코스닥 150 ETN,14255.0,45.0,+0.32%,0.0,,,
1066.0,이화산업,20300.0,200.0,+1.00%,5000.0,586.0,2685.0,-9.0
1067.0,부국증권우,18940.0,20.0,+0.11%,5000.0,,,
1068.0,KODEX 200미국채혼합,12230.0,40.0,-0.33%,0.0,,,
1069.0,미래에셋증권우,4015.0,25.0,-0.62%,5000.0,,,
1070.0,TIGER 200 건설,3140.0,25.0,-0.79%,0.0,,,
1071.0,HANARO e커머스,10195.0,105.0,-1.02%,0.0,,,
1072.0,HANARO 글로벌럭셔리S&P(합성),19750.0,15.0,-0.08%,0.0,,,
1073.0,KR모터스,575.0,9.0,-1.54%,500.0,1171.0,1492.0,-62.0
1074.0,남양유업우,275500.0,3500.0,+1.29%,5000.0,,,
1075.0,키움 미국달러선물 ETN,11000.0,0.0,0.00%,0.0,,,
1076.0,세원이앤씨,254.0,0.0,0.00%,500.0,1266.0,2827.0,18.0
1077.0,미래에셋 레버리지 코스피200 선물 ETN,27380.0,370.0,-1.33%,0.0,,,
1078.0,대림통상,3550.0,35.0,-0.98%,1000.0,1741.0,1718.0,70.0
1079.0,MH에탄올,7320.0,170.0,-2.27%,500.0,1107.0,4474.0,219.0
1080.0,선도전기,3000.0,0.0,0.00%,500.0,619.0,1317.0,-169.0
1081.0,영화금속,1011.0,18.0,-1.75%,500.0,2849.0,2207.0,-11.0
1082.0,QV 레버리지 S&P500 ETN,26970.0,130.0,-0.48%,0.0,,,
1083.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,21515.0,445.0,-2.03%,0.0,,,
1084.0,HANARO 단기채권액티브,103535.0,0.0,0.00%,0.0,,,
1085.0,KBSTAR Fn컨택트대표,8250.0,10.0,-0.12%,0.0,,,
1086.0,페이퍼코리아,1120.0,1.0,-0.09%,500.0,4100.0,5018.0,258.0
1087.0,TIGER 유로스탁스50(합성 H),15440.0,60.0,-0.39%,0.0,,,
1088.0,진양화학,3360.0,50.0,-1.47%,500.0,291.0,446.0,-11.0
1089.0,키움 코스피 200 ETN,10590.0,0.0,0.00%,0.0,,,
1090.0,SOL 미국배당다우존스(H),10345.0,10.0,-0.10%,0.0,,,
1091.0,대신 인버스 천연가스 선물 ETN(H),6555.0,175.0,-2.60%,0.0,,,
1092.0,원림,22750.0,100.0,-0.44%,5000.0,819.0,1699.0,34.0
1093.0,ACE 25-06 회사채(AA-이상)액티브,10030.0,5.0,-0.05%,0.0,,,
1094.0,HANARO 32-10 국고채액티브,51850.0,360.0,-0.69%,0.0,,,
1095.0,한창,652.0,21.0,-3.12%,500.0,893.0,1135.0,98.0
1096.0,KODEX 아시아달러채권SRI플러스액티브,50295.0,25.0,+0.05%,0.0,,,
1097.0,KODEX 2차전지산업레버리지,10335.0,195.0,+1.92%,0.0,,,
1098.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),51590.0,2490.0,-4.60%,0.0,,,
1099.0,비비안,1731.0,139.0,-7.43%,500.0,2131.0,2011.0,57.0
1100.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),51540.0,2660.0,-4.91%,0.0,,,
1101.0,TIMEFOLIO Kstock액티브,8870.0,55.0,-0.62%,0.0,,,
1102.0,에셋플러스 글로벌플랫폼액티브,7400.0,15.0,-0.20%,0.0,,,
1103.0,더메디팜,544.0,49.0,+9.90%,500.0,191.0,1899.0,-3.0
1104.0,진양폴리,5050.0,180.0,-3.44%,500.0,527.0,461.0,33.0
1105.0,TIGER 글로벌클라우드컴퓨팅INDXX,9335.0,5.0,+0.05%,0.0,,,
1106.0,유엔젤,3820.0,50.0,-1.29%,500.0,300.0,610.0,8.0
1107.0,KODEX K-로봇액티브,13055.0,95.0,-0.72%,0.0,,,
1108.0,메리츠 KAP 통안채 3개월 ETN,50235.0,0.0,0.00%,0.0,,,
1109.0,KODEX 코스닥글로벌,10020.0,30.0,-0.30%,0.0,,,
1110.0,DL이앤씨2우(전환),23550.0,250.0,-1.05%,5000.0,,,
1111.0,미래에셋 인버스 2X 원유선물혼합 ETN(H),19840.0,690.0,-3.36%,0.0,,,
1112.0,KODEX 철강,8625.0,80.0,-0.92%,0.0,,,
1113.0,KBSTAR 미국S&P원유생산기업(합성 H),5845.0,25.0,+0.43%,0.0,,,
1114.0,TIGER 미국달러SOFR금리액티브(합성),49050.0,50.0,-0.10%,0.0,,,
1115.0,성문전자,2165.0,65.0,-2.91%,500.0,500.0,572.0,25.0
1116.0,KODEX K-신재생에너지액티브,14720.0,85.0,+0.58%,0.0,,,
1117.0,케이탑리츠,1010.0,7.0,-0.69%,1000.0,216.0,2702.0,175.0
1118.0,롯데칠성우,62600.0,0.0,0.00%,500.0,,,
1119.0,SOL KIS단기통안채,103875.0,0.0,0.00%,0.0,,,
1120.0,미래아이앤지,1722.0,38.0,-2.16%,500.0,128.0,975.0,31.0
1121.0,KB 인버스 천연가스 선물 ETN,10670.0,270.0,-2.47%,0.0,,,
1122.0,TIGER 글로벌BBIG액티브,11455.0,25.0,-0.22%,0.0,,,
1123.0,삼성 코스닥 150 ETN,9575.0,85.0,+0.90%,0.0,,,
1124.0,키움 코스닥 150 ETN,11960.0,0.0,0.00%,0.0,,,
1125.0,TIGER KEDI혁신기업ESG30,10505.0,65.0,-0.61%,0.0,,,
1126.0,전방,28450.0,1050.0,+3.83%,5000.0,1249.0,3048.0,-350.0
1127.0,한국ANKOR유전,682.0,14.0,+2.10%,0.0,,,
1128.0,삼성 레버리지 나스닥 100 ETN(H),11935.0,5.0,+0.04%,0.0,,,
1129.0,KODEX 코스피TR,12515.0,65.0,-0.52%,0.0,,,
1130.0,ACE 단기채권알파액티브,103020.0,5.0,0.00%,0.0,,,
1131.0,우진아이엔에스,6200.0,40.0,+0.65%,500.0,840.0,1116.0,-56.0
1132.0,KBSTAR 금융채액티브,100690.0,75.0,-0.07%,0.0,,,
1133.0,SOL 미국S&P500,12055.0,25.0,-0.21%,0.0,,,
1134.0,형지엘리트,1498.0,34.0,-2.22%,500.0,1373.0,1092.0,39.0
1135.0,대신 S&P 인버스 2X 천연가스 선물 ETN,46555.0,2795.0,-5.66%,0.0,,,
1136.0,TIGER 차이나바이오테크SOLACTIVE,6415.0,60.0,-0.93%,0.0,,,
1137.0,ACE 삼성그룹섹터가중,15810.0,95.0,-0.60%,0.0,,,
1138.0,동양고속,15760.0,110.0,+0.70%,5000.0,1044.0,1655.0,-112.0
1139.0,ACE 인도네시아MSCI(합성),10795.0,45.0,-0.42%,0.0,,,
1140.0,동일제강,2230.0,40.0,-1.76%,500.0,1968.0,1797.0,25.0
1141.0,WISCOM,2945.0,5.0,+0.17%,500.0,1257.0,1285.0,7.0
1142.0,HANARO Fn K-뉴딜디지털플러스,9000.0,10.0,+0.11%,0.0,,,
1143.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),9090.0,0.0,0.00%,0.0,,,
1144.0,KOSEF 통안채1년,103230.0,20.0,-0.02%,0.0,,,
1145.0,KODEX 건설,3510.0,40.0,-1.13%,0.0,,,
1146.0,유화증권우,2520.0,0.0,0.00%,1000.0,,,
1147.0,바다로19호,2890.0,10.0,-0.34%,5000.0,116.0,518.0,73.0
1148.0,메리츠 3X 레버리지 국채30년 ETN,43900.0,365.0,-0.82%,0.0,,,
1149.0,TRUE 코스피 200 ETN,8770.0,50.0,-0.57%,0.0,,,
1150.0,TIGER 인버스,5040.0,40.0,+0.80%,0.0,,,
1151.0,삼성 코스피 200 ETN,8760.0,60.0,-0.68%,0.0,,,
1152.0,KODEX 미국배당프리미엄액티브,9945.0,15.0,-0.15%,0.0,,,
1153.0,KB 레버리지 S&P 500 선물 ETN(H),10840.0,10.0,-0.09%,0.0,,,
1154.0,TRUE 블룸버그 인버스 2X WTI원유 선물 ETN,21610.0,420.0,-1.91%,0.0,,,
1155.0,세우글로벌,1502.0,14.0,-0.92%,500.0,281.0,499.0,16.0
1156.0,파워 200,34295.0,225.0,-0.65%,0.0,,,
1157.0,KB 레버리지 나스닥 100 ETN,14270.0,35.0,-0.24%,0.0,,,
1158.0,대신 인버스 2X 알루미늄 선물 ETN(H),42790.0,205.0,-0.48%,0.0,,,
1159.0,ARIRANG K방산Fn,13090.0,130.0,+1.00%,0.0,,,
1160.0,세기상사,7630.0,100.0,+1.33%,500.0,337.0,516.0,-8.0
1161.0,주연테크,716.0,7.0,-0.97%,200.0,667.0,532.0,-63.0
1162.0,DL이앤씨우,19870.0,290.0,+1.48%,5000.0,,,
1163.0,TIGER 퓨처모빌리티액티브,11855.0,60.0,+0.51%,0.0,,,
1164.0,경인전자,26700.0,150.0,-0.56%,5000.0,201.0,684.0,1.0
1165.0,KODEX IT,19055.0,45.0,-0.24%,0.0,,,
1166.0,삼성 미국 대형 성장주 ETN,20880.0,0.0,0.00%,0.0,,,
1167.0,TIGER 레버리지,16575.0,230.0,-1.37%,0.0,,,
1168.0,금호전기,1221.0,16.0,-1.29%,500.0,460.0,618.0,-118.0
1169.0,ARIRANG ESG가치주액티브,8130.0,35.0,-0.43%,0.0,,,
1170.0,신한 레버리지 S&P500 선물 ETN,20465.0,20.0,-0.10%,0.0,,,
1171.0,하나 Solactive 2X US Tech Top 10 ETN(H),40880.0,0.0,0.00%,0.0,,,
1172.0,에넥스,679.0,1.0,-0.15%,500.0,2060.0,1281.0,-235.0
1173.0,참엔지니어링,690.0,9.0,-1.29%,500.0,1706.0,7397.0,13.0
1174.0,KODEX 미국달러선물인버스,8735.0,15.0,+0.17%,0.0,,,
1175.0,KODEX 차이나H,15790.0,190.0,-1.19%,0.0,,,
1176.0,KODEX 증권,5930.0,60.0,-1.00%,0.0,,,
1177.0,태원물산,5200.0,60.0,-1.14%,500.0,110.0,349.0,-5.0
1178.0,DL우,23400.0,450.0,-1.89%,5000.0,,,
1179.0,호텔신라우,52300.0,300.0,-0.57%,5000.0,,,
1180.0,윌비스,580.0,5.0,-0.85%,1000.0,2549.0,2704.0,2.0
1181.0,TBH글로벌,1864.0,18.0,-0.96%,500.0,2031.0,1123.0,20.0
1182.0,SK디스커버리우,28600.0,200.0,-0.69%,5000.0,,,
1183.0,TRUE 코스피 양매도 3% OTM ETN,7760.0,0.0,0.00%,0.0,,,
1184.0,동원수산,8320.0,150.0,-1.77%,5000.0,1770.0,1218.0,58.0
1185.0,부산주공,486.0,0.0,0.00%,500.0,2305.0,2326.0,-65.0
1186.0,WOORI 단기국공채액티브,50215.0,5.0,+0.01%,0.0,,,
1187.0,KODEX 차이나과창판STAR50(합성),7495.0,5.0,-0.07%,0.0,,,
1188.0,TRUE 인버스 2X 나스닥 100 ETN,1265.0,5.0,+0.40%,0.0,,,
1189.0,이스타코,885.0,6.0,-0.67%,500.0,76.0,798.0,-32.0
1190.0,SOL 200 Top10,8760.0,40.0,-0.45%,0.0,,,
1191.0,TIMEFOLIO 글로벌AI인공지능액티브,12750.0,50.0,+0.39%,0.0,,,
1192.0,신한 레버리지 금 선물 ETN,18705.0,30.0,-0.16%,0.0,,,
1193.0,삼성 미국 대형 가치주 ETN,18610.0,0.0,0.00%,0.0,,,
1194.0,삼성 레버리지 코스닥150 선물 ETN,37050.0,470.0,+1.28%,0.0,,,
1195.0,대신 레버리지 코스닥 150 선물 ETN,37000.0,1050.0,+2.92%,0.0,,,
1196.0,TRUE 레버리지 코스닥 150 선물 ETN,36865.0,195.0,+0.53%,0.0,,,
1197.0,하나 레버리지 코스닥150 선물 ETN,36780.0,350.0,-0.94%,0.0,,,
1198.0,하나 레버리지 콩 선물 ETN(H),36575.0,375.0,+1.04%,0.0,,,
1199.0,KB 천연가스 선물 ETN(H),7300.0,150.0,+2.10%,0.0,,,
1200.0,TIGER 미국나스닥바이오,19415.0,60.0,-0.31%,0.0,,,
1201.0,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,12165.0,5.0,-0.04%,0.0,,,
1202.0,삼성 미국 대형 성장주 ETN(H),18240.0,10.0,-0.05%,0.0,,,
1203.0,KODEX KRX기후변화솔루션,13015.0,45.0,+0.35%,0.0,,,
1204.0,ACE 일본Nikkei225(H),22730.0,80.0,-0.35%,0.0,,,
1205.0,한국주강,3195.0,10.0,-0.31%,500.0,544.0,480.0,-5.0
1206.0,대신343 K200,34335.0,250.0,-0.72%,0.0,,,
1207.0,신풍,1029.0,1.0,-0.10%,500.0,188.0,1124.0,-42.0
1208.0,KOSEF 릭소글로벌퓨처모빌리티MSCI,10545.0,75.0,-0.71%,0.0,,,
1209.0,TIGER KRX인터넷K-뉴딜,3650.0,45.0,-1.22%,0.0,,,
1210.0,HANARO 200선물레버리지,18810.0,275.0,-1.44%,0.0,,,
1211.0,KODEX 유럽탄소배출권선물ICE(H),13465.0,15.0,-0.11%,0.0,,,
1212.0,삼성 레버리지 은 선물 ETN(H),11830.0,50.0,-0.42%,0.0,,,
1213.0,한성기업,5710.0,270.0,-4.52%,5000.0,2922.0,2349.0,71.0
1214.0,QV S&P500 버퍼10% 9월 ETN,11770.0,0.0,0.00%,0.0,,,
1215.0,TIGER 미국나스닥100레버리지(합성),11955.0,55.0,-0.46%,0.0,,,
1216.0,KODEX K-친환경선박액티브,11735.0,25.0,+0.21%,0.0,,,
1217.0,유안타증권우,2720.0,10.0,-0.37%,5000.0,,,
1218.0,QV 코스피 200 ETN,35100.0,50.0,-0.14%,0.0,,,
1219.0,KODEX 인도Nifty50레버리지(합성),11515.0,40.0,-0.35%,0.0,,,
1220.0,SUN&L,2735.0,25.0,+0.92%,1000.0,5067.0,5244.0,-177.0
1221.0,메리츠 레버리지 미국채30년 ETN(H),6885.0,5.0,-0.07%,0.0,,,
1222.0,KOSEF 미국달러선물,14150.0,15.0,-0.11%,0.0,,,
1223.0,ACE 중장기국공채액티브,97945.0,65.0,-0.07%,0.0,,,
1224.0,대교우B,1757.0,1.0,+0.06%,500.0,,,
1225.0,신한 구리 선물 ETN(H),16860.0,0.0,0.00%,0.0,,,
1226.0,한솔PNS,1631.0,43.0,-2.57%,500.0,3142.0,1349.0,27.0
1227.0,TIGER 200 헬스케어,15870.0,95.0,-0.60%,0.0,,,
1228.0,TIGER 200IT레버리지,44305.0,445.0,-0.99%,0.0,,,
1229.0,신한 레버리지 다우존스지수 선물 ETN(H),33130.0,105.0,-0.32%,0.0,,,
1230.0,진도,2640.0,5.0,+0.19%,500.0,634.0,1292.0,61.0
1231.0,삼성 미국 대형 가치주 ETN(H),16425.0,0.0,0.00%,0.0,,,
1232.0,KBSTAR 게임테마,9500.0,100.0,-1.04%,0.0,,,
1233.0,ACE 200TR,21725.0,150.0,-0.69%,0.0,,,
1234.0,SHD,26700.0,400.0,-1.48%,5000.0,1253.0,883.0,142.0
1235.0,KODEX 차이나심천ChiNext(합성),9340.0,75.0,-0.80%,0.0,,,
1236.0,대한항공우,28950.0,150.0,+0.52%,5000.0,,,
1237.0,체시스,1000.0,36.0,-3.47%,500.0,328.0,759.0,-75.0
1238.0,삼성 레버리지 China A50 선물 ETN(H),31885.0,615.0,-1.89%,0.0,,,
1239.0,KODEX 미국달러선물레버리지,12330.0,25.0,-0.20%,0.0,,,
1240.0,카프로,784.0,29.0,-3.57%,500.0,4272.0,3022.0,-1223.0
1241.0,TIGER 골드선물(H),13330.0,5.0,-0.04%,0.0,,,
1242.0,삼성 인버스 2X 나스닥 100 ETN(H),4450.0,0.0,0.00%,0.0,,,
1243.0,BYC우,144000.0,2000.0,-1.37%,5000.0,,,
1244.0,제이준코스메틱,6910.0,30.0,-0.43%,500.0,62.0,484.0,-107.0
1245.0,KODEX 미국채10년선물,11045.0,5.0,-0.05%,0.0,,,
1246.0,삼성 레버리지 금 선물 ETN(H),30810.0,10.0,-0.03%,0.0,,,
1247.0,KODEX 200ESG,12300.0,140.0,-1.13%,0.0,,,
1248.0,TIGER S&P글로벌헬스케어(합성),19855.0,35.0,-0.18%,0.0,,,
1249.0,ARIRANG 미국장기우량회사채,86995.0,305.0,-0.35%,0.0,,,
1250.0,모두투어리츠,3890.0,15.0,-0.38%,5000.0,53.0,1033.0,25.0
1251.0,KODEX 미디어&엔터테인먼트,12650.0,195.0,-1.52%,0.0
1252.0,신한 콩 선물 ETN(H),15170.0,0.0,0.00%,0.0
1253.0,두산퓨얼셀2우B,10160.0,240.0,-2.31%,100.0
1254.0,삼성 China A50 선물 ETN(H),15155.0,130.0,-0.85%,0.0
1255.0,롯데지주우,37550.0,0.0,0.00%,200.0
1256.0,메리츠 KAP 통안채 6개월 ETN,50200.0,0.0,0.00%,0.0
1257.0,TIGER 원유선물Enhanced(H),3910.0,45.0,+1.16%,0.0
1258.0,TIGER 차이나클린에너지SOLACTIVE,7350.0,70.0,-0.94%,0.0
1259.0,KBSTAR 배터리 리사이클링iSelect,15080.0,120.0,+0.80%,0.0
1260.0,하나 Solactive US Tech Top 10 ETN(H),14705.0,0.0,0.00%,0.0
1261.0,TIGER 미국S&P500배당귀족,10480.0,30.0,-0.29%,0.0
1262.0,TIGER 리츠부동산인프라채권TR KIS,4835.0,25.0,-0.51%,0.0
1263.0,KODEX 미국나스닥100(H),12420.0,5.0,-0.04%,0.0
1264.0,HANARO Fn조선해운,11220.0,90.0,+0.81%,0.0
1265.0,TIGER 인도니프티50레버리지(합성),28305.0,170.0,+0.60%,0.0
1266.0,KODEX KRX300,15995.0,105.0,-0.65%,0.0
1267.0,미래에셋 중국 심천 100 ETN,14395.0,25.0,+0.17%,0.0
1268.0,신한 금 선물 ETN(H),14365.0,15.0,-0.10%,0.0
1269.0,ARIRANG 미국나스닥테크,24965.0,65.0,+0.26%,0.0
1270.0,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,28450.0,0.0,0.00%,0.0
1271.0,TRUE 인버스 0.5X S&P500 VIX S/T 선물 ETN,28420.0,0.0,0.00%,0.0
1272.0,TIGER 200TR,18910.0,145.0,-0.76%,0.0
1273.0,ACE 미국친환경그린테마INDXX,10475.0,20.0,-0.19%,0.0
1274.0,KODEX K-미래차액티브,10660.0,10.0,+0.09%,0.0
1275.0,삼성 KRX 금현물 ETN,14090.0,0.0,0.00%,0.0
1276.0,KODEX 유럽명품TOP10 STOXX,9390.0,50.0,-0.53%,0.0
1277.0,KODEX WTI원유선물인버스(H),5165.0,45.0,-0.86%,0.0
1278.0,미래에셋 인버스 2X 코스피200 선물 ETN,14015.0,200.0,+1.45%,0.0
1279.0,TIGER 일본TOPIX(합성 H),19465.0,30.0,-0.15%,0.0
1280.0,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),27960.0,0.0,0.00%,0.0
1281.0,신한 레버리지 코스피 200 선물 ETN,27760.0,25.0,-0.09%,0.0
1282.0,KODEX 글로벌로봇(합성),17780.0,90.0,-0.50%,0.0
1283.0,KODEX Fn시스템반도체,9235.0,10.0,-0.11%,0.0
1284.0,HANARO Fn전기&수소차,9685.0,15.0,-0.15%,0.0
1285.0,KODEX 탄소효율그린뉴딜,8620.0,50.0,-0.58%,0.0
1286.0,삼성 레버리지 코스피200 선물 ETN,27520.0,280.0,-1.01%,0.0
